team,game,desc,date,opp,all_gf,all_ga,length,pts,sit,toi,gf,ga,cf,ca,ff,fa,sf,sa
flyers,6,Flyers 2 at Red Wings 5,2013-10-12,wings,2,5,reg,0,5v5,42.9,2,1,44,27,35,20,29,16
flyers,7,Canucks 3 at Flyers 2,2013-10-15,canucks,2,3,reg,0,5v5,52.5,2,3,43,49,32,33,19,23
flyers,8,Penguins 4 at Flyers 1,2013-10-17,penguins,1,4,reg,0,5v5,43.6,0,3,48,47,31,35,20,26
flyers,9,Rangers 1 at Flyers 2,2013-10-24,rangers,2,1,reg,2,5v5,44.0,1,1,33,55,27,40,18,28
flyers,10,Flyers 5 at Islanders 2,2013-10-26,islanders,5,2,reg,2,5v5,47.4,3,1,57,47,44,31,28,25
flyers,11,Ducks 3 at Flyers 2,2013-10-29,ducks,2,3,reg,0,5v5,50.4,1,3,40,54,30,42,22,32
flyers,12,Capitals 7 at Flyers 0,2013-11-01,capitals,0,7,reg,0,5v5,41.5,0,5,37,41,26,32,18,21
flyers,13,Flyers 1 at Devils 0,2013-11-02,devils,1,0,reg,2,5v5,40.7,1,0,26,20,22,14,16,11
flyers,14,Flyers 1 at Hurricanes 2 (OT),2013-11-05,hurricanes,1,2,OT,1,5v5,47.5,0,0,52,55,33,42,24,28
flyers,15,Devils 3 at Flyers 0,2013-11-07,devils,0,3,reg,0,5v5,46.0,0,2,34,30,25,26,17,20
flyers,16,Oilers 2 at Flyers 4,2013-11-09,oilers,4,2,reg,2,5v5,41.7,3,1,47,32,34,22,20,19
flyers,17,Flyers 5 at Senators 0,2013-11-12,senators,5,0,reg,2,5v5,52.8,3,0,47,45,35,33,27,22
flyers,18,Flyers 2 at Penguins 1,2013-11-13,penguins,2,1,reg,2,5v5,47.5,1,0,34,50,24,37,16,26
flyers,19,Flyers 2 at Jets 3 (SO),2013-11-15,jets,2,3,SO,1,5v5,50.1,1,0,31,49,24,39,20,28
flyers,20,Senators 2 at Flyers 5,2013-11-19,senators,5,2,reg,2,5v5,43.1,3,0,54,30,39,21,31,19
flyers,21,Sabres 1 at Flyers 4,2013-11-21,sabres,4,1,reg,2,5v5,37.7,2,0,44,32,36,23,28,18
flyers,22,Islanders 2 at Flyers 5,2013-11-23,islanders,5,2,reg,2,5v5,48.6,3,2,62,54,43,37,25,31
flyers,23,Flyers 1 at Panthers 3,2013-11-25,panthers,1,3,reg,0,5v5,48.8,0,2,47,40,32,31,26,24
flyers,24,Flyers 2 at Lightning 4,2013-11-27,lightning,2,4,reg,0,5v5,46.8,0,1,34,49,25,40,17,27
flyers,25,Jets 1 at Flyers 2,2013-11-29,jets,2,1,reg,2,5v5,38.8,1,1,48,38,33,26,23,20
flyers,26,Flyers 3 at Predators 2 (SO),2013-11-30,predators,3,2,SO,2,5v5,44.0,2,2,26,47,20,38,13,32
flyers,27,Flyers 0 at Wild 2,2013-12-02,wild,0,2,reg,0,5v5,48.7,0,2,45,34,31,28,17,21
flyers,28,Flyers 6 at Red Wings 3,2013-12-04,wings,6,3,reg,2,5v5,42.6,2,2,40,32,32,31,25,24
flyers,29,Flyers 1 at Stars 5,2013-12-07,stars,1,5,reg,0,5v5,40.1,1,4,45,36,26,30,16,23
flyers,30,Flyers 4 at Senators 5 (SO),2013-12-09,senators,4,5,SO,1,5v5,51.4,3,3,44,58,33,42,24,28
flyers,31,Flyers 2 at Blackhawks 7,2013-12-11,blackhawks,2,7,reg,0,5v5,41.8,0,4,35,31,25,19,17,15
flyers,32,Canadiens 1 at Flyers 2,2013-12-12,canadiens,2,1,reg,2,5v5,47.4,2,0,48,39,30,26,22,19
flyers,33,Flyers 4 at Capitals 5 (SO),2013-12-15,capitals,4,5,SO,1,5v5,44.5,4,2,36,33,25,25,18,20
flyers,34,Capitals 2 at Flyers 5,2013-12-17,capitals,5,2,reg,2,5v5,44.9,3,1,48,39,29,26,25,22
flyers,35,Blue Jackets 4 at Flyers 5,2013-12-19,jackets,5,4,reg,2,5v5,48.5,4,3,63,31,45,28,31,20
flyers,36,Flyers 3 at Blue Jackets 6,2013-12-21,jackets,3,6,reg,0,5v5,41.2,2,4,26,33,21,27,17,21
flyers,37,Wild 1 at Flyers 4,2013-12-23,wild,4,1,reg,2,5v5,45.5,2,0,44,43,27,35,21,25
flyers,38,Flyers 4 at Oilers 3 (SO),2013-12-28,oilers,4,3,SO,2,5v5,45.3,0,2,57,26,42,20,27,12
flyers,39,Flyers 4 at Canucks 3 (SO),2013-12-30,canucks,4,3,SO,2,5v5,45.3,2,3,36,45,25,36,21,29
flyers,40,Flyers 4 at Flames 1,2013-12-31,flames,4,1,reg,2,5v5,52.7,3,1,33,53,27,32,19,20
flyers,41,Flyers 1 at Avalanche 2,2014-01-02,avalanche,1,2,reg,0,5v5,48.5,1,2,37,51,27,38,16,29
flyers,42,Flyers 5 at Coyotes 3,2014-01-04,coyotes,5,3,reg,2,5v5,46.1,3,3,36,49,29,37,20,27
flyers,43,Flyers 3 at Devils 2 (OT),2014-01-07,devils,3,2,OT,2,5v5,45.8,1,1,34,38,29,36,19,29
flyers,44,Canadiens 1 at Flyers 3,2014-01-08,canadiens,3,1,reg,2,5v5,45.4,3,0,44,39,34,23,25,13
flyers,45,Lightning 6 at Flyers 3,2014-01-11,lightning,3,6,reg,0,5v5,47.5,2,5,57,35,44,29,29,21
flyers,46,Flyers 1 at Rangers 4,2014-01-12,rangers,1,4,reg,0,5v5,44.4,0,3,44,48,31,36,28,25
flyers,47,Flyers 4 at Sabres 3,2014-01-14,sabres,4,3,reg,2,5v5,41.5,2,3,46,27,32,21,21,13
flyers,48,Predators 4 at Flyers 3 (SO),2014-01-16,predators,3,4,SO,1,5v5,44.3,2,1,43,43,26,32,21,28
flyers,49,Islanders 4 at Flyers 6,2014-01-18,islanders,6,4,reg,2,5v5,49.1,5,3,52,38,35,26,27,24
flyers,50,Flyers 3 at Islanders 4 (SO),2014-01-20,islanders,3,4,SO,1,5v5,42.7,2,1,28,51,20,36,15,29
flyers,51,Hurricanes 3 at Flyers 2,2014-01-22,hurricanes,2,3,reg,0,5v5,50.1,1,3,39,53,31,39,19,28
flyers,52,Flyers 2 at Blue Jackets 5,2014-01-23,jackets,2,5,reg,0,5v5,37.0,1,4,26,40,19,31,17,24
flyers,53,Bruins 6 at Flyers 1,2014-01-25,bruins,1,6,reg,0,5v5,50.7,0,3,41,49,26,32,21,23
flyers,54,Red Wings 0 at Flyers 5,2014-01-28,wings,5,0,reg,2,5v5,46.9,4,0,38,51,30,38,22,28
flyers,55,Flyers 3 at Ducks 5,2014-01-30,ducks,3,5,reg,0,5v5,47.8,2,3,46,49,33,41,23,25
flyers,56,Flyers 2 at Kings 0,2014-02-01,kings,2,0,reg,2,5v5,51.3,1,0,23,58,17,43,11,31
flyers,57,Flyers 5 at Sharks 2,2014-02-03,sharks,5,2,reg,2,5v5,47.7,4,1,55,33,38,19,26,14
flyers,58,Avalanche 1 at Flyers 3,2014-02-06,avalanche,3,1,reg,2,5v5,42.1,1,0,43,52,35,32,24,24
flyers,59,Flames 1 at Flyers 2,2014-02-08,flames,2,1,reg,2,5v5,49.4,2,1,37,60,27,45,19,29
flyers,60,Sharks 7 at Flyers 3,2014-02-27,sharks,3,7,reg,0,5v5,43.7,3,5,36,43,29,34,24,18
flyers,61,Rangers 2 at Flyers 4,2014-03-01,rangers,4,2,reg,2,5v5,42.9,3,1,45,55,31,38,21,24
flyers,62,Flyers 5 at Capitals 4 (OT),2014-03-02,capitals,5,4,OT,2,5v5,40.9,0,4,42,33,29,24,18,20
flyers,63,Capitals 4 at Flyers 6,2014-03-05,capitals,6,4,reg,2,5v5,47.9,4,0,47,36,32,24,23,17
flyers,64,Flyers 3 at Maple Leafs 4 (OT),2014-03-08,leafs,3,4,OT,1,5v5,51.3,3,3,68,52,44,42,25,32
flyers,65,Devils 2 at Flyers 1,2014-03-11,devils,1,2,reg,0,5v5,40.6,1,2,40,38,30,26,19,20
flyers,66,Penguins 0 at Flyers 4,2014-03-15,penguins,4,0,reg,2,5v5,43.9,2,0,54,34,40,24,32,20
flyers,67,Flyers 4 at Penguins 3,2014-03-16,penguins,4,3,reg,2,5v5,45.9,1,3,45,32,35,23,24,18
flyers,68,Blackhawks 2 at Flyers 3 (OT),2014-03-18,blackhawks,3,2,OT,2,5v5,43.7,2,2,50,34,38,26,28,17
flyers,69,Stars 2 at Flyers 4,2014-03-20,stars,4,2,reg,2,5v5,50.4,3,1,53,51,33,35,23,27
flyers,70,Blues 1 at Flyers 4,2014-03-22,blues,4,1,reg,2,5v5,38.8,2,0,40,44,21,30,13,21
flyers,71,Kings 3 at Flyers 2,2014-03-24,kings,2,3,reg,0,5v5,43.4,2,3,45,54,32,45,24,35
flyers,72,Flyers 1 at Rangers 3,2014-03-26,rangers,1,3,reg,0,5v5,50.5,0,3,46,51,30,39,23,28
flyers,73,Maple Leafs 2 at Flyers 4,2014-03-28,leafs,4,2,reg,2,5v5,45.1,2,1,48,40,32,29,21,26
flyers,74,Bruins 4 at Flyers 3 (SO),2014-03-30,bruins,3,4,SO,1,5v5,52.3,2,2,53,41,45,29,38,25
flyers,75,Flyers 0 at Blues 1 (SO),2014-04-01,blues,0,1,SO,1,5v5,48.5,0,0,37,51,28,38,23,23
flyers,76,Blue Jackets 2 at Flyers 0,2014-04-03,jackets,0,2,reg,0,5v5,43.2,0,1,49,44,32,33,26,21
flyers,77,Flyers 2 at Bruins 5,2014-04-05,bruins,2,5,reg,0,5v5,51.6,1,4,40,62,31,47,23,38
flyers,78,Sabres 2 at Flyers 5,2014-04-06,sabres,5,2,reg,2,5v5,39.8,4,0,56,28,40,19,26,12
flyers,79,Flyers 5 at Panthers 2,2014-04-08,panthers,5,2,reg,2,5v5,53.6,5,2,36,55,31,44,20,37
flyers,80,Flyers 2 at Lightning 4,2014-04-10,lightning,2,4,reg,0,5v5,47.6,1,3,49,37,36,28,28,22
flyers,81,Flyers 4 at Penguins 3 (OT),2014-04-12,penguins,4,3,OT,2,5v5,48.7,2,2,32,47,25,35,18,26
flyers,82,Hurricanes 6 at Flyers 5 (SO),2014-04-13,hurricanes,5,6,SO,1,5v5,49.2,3,4,53,43,41,32,30,26
coyotes,1,Rangers 1 at Coyotes 4,2013-10-03,rangers,4,1,reg,2,5v5,46.2,2,0,38,36,25,22,18,13
coyotes,2,Coyotes 1 at Sharks 4,2013-10-05,sharks,1,4,reg,0,5v5,49.9,1,1,36,57,24,46,19,35
coyotes,3,Coyotes 1 at Islanders 6,2013-10-08,islanders,1,6,reg,0,5v5,47.0,1,4,54,39,48,30,33,22
coyotes,4,Coyotes 4 at Red Wings 2,2013-10-10,wings,4,2,reg,2,5v5,51.0,3,2,49,40,46,31,34,25
coyotes,5,Coyotes 2 at Flyers 1,2013-10-11,flyers,2,1,reg,2,5v5,43.0,1,1,47,49,35,40,26,25
coyotes,6,Coyotes 5 at Hurricanes 3,2013-10-13,hurricanes,5,3,reg,2,5v5,39.1,3,2,43,35,37,26,26,16
coyotes,7,Senators 4 at Coyotes 3 (OT),2013-10-15,senators,3,4,OT,1,5v5,48.2,2,2,48,52,40,42,30,27
coyotes,8,Coyotes 2 at Ducks 3 (SO),2013-10-18,ducks,2,3,SO,1,5v5,39.5,2,2,34,44,27,29,19,23
coyotes,9,Red Wings 2 at Coyotes 5,2013-10-19,wings,5,2,reg,2,5v5,48.6,4,2,47,43,32,37,22,28
coyotes,10,Flames 2 at Coyotes 4,2013-10-22,flames,4,2,reg,2,5v5,48.7,2,2,52,45,38,33,28,20
coyotes,11,Coyotes 4 at Kings 7,2013-10-24,kings,4,7,reg,0,5v5,44.2,3,4,37,37,28,32,22,22
coyotes,12,Oilers 4 at Coyotes 5,2013-10-26,oilers,5,4,reg,2,5v5,45.6,3,4,34,39,26,31,17,24
coyotes,13,Kings 1 at Coyotes 3,2013-10-29,kings,3,1,reg,2,5v5,46.3,2,0,39,65,30,49,21,34
coyotes,14,Predators 4 at Coyotes 5 (SO),2013-10-31,predators,5,4,SO,2,5v5,56.1,3,3,49,63,32,51,19,35
coyotes,15,Coyotes 3 at Sharks 2 (SO),2013-11-02,sharks,3,2,SO,2,5v5,40.0,2,1,36,52,23,35,16,28
coyotes,16,Canucks 2 at Coyotes 3 (SO),2013-11-05,canucks,3,2,SO,2,5v5,49.0,2,1,49,47,36,35,26,25
coyotes,17,Coyotes 2 at Ducks 5,2013-11-06,ducks,2,5,reg,0,5v5,50.3,1,1,41,38,32,29,23,19
coyotes,18,Capitals 3 at Coyotes 4 (SO),2013-11-09,capitals,4,3,SO,2,5v5,44.0,1,1,38,34,30,27,23,20
coyotes,19,Coyotes 3 at Blues 2 (OT),2013-11-12,blues,3,2,OT,2,5v5,56.0,2,2,30,61,20,46,18,35
coyotes,20,Coyotes 4 at Blackhawks 5 (SO),2013-11-14,blackhawks,4,5,SO,1,5v5,49.5,3,3,43,60,34,48,26,41
coyotes,21,Lightning 3 at Coyotes 6,2013-11-16,lightning,6,3,reg,2,5v5,49.9,3,2,36,44,27,36,22,24
coyotes,22,Avalanche 4 at Coyotes 3 (OT),2013-11-21,avalanche,3,4,OT,1,5v5,49.5,2,2,65,36,54,25,36,20
coyotes,23,Ducks 4 at Coyotes 2,2013-11-23,ducks,2,4,reg,0,5v5,44.1,2,2,55,41,37,32,31,22
coyotes,24,Coyotes 2 at Predators 4,2013-11-25,predators,2,4,reg,0,5v5,57.3,2,3,50,44,37,35,26,28
coyotes,25,Coyotes 3 at Wild 1,2013-11-27,wild,3,1,reg,2,5v5,53.5,2,1,29,48,25,34,21,27
coyotes,26,Blackhawks 5 at Coyotes 2,2013-11-30,blackhawks,2,5,reg,0,5v5,44.1,1,3,45,45,36,33,27,27
coyotes,27,Coyotes 6 at Oilers 2,2013-12-03,oilers,6,2,reg,2,5v5,42.9,5,1,36,45,31,34,26,25
coyotes,28,Coyotes 1 at Flames 4,2013-12-04,flames,1,4,reg,0,5v5,45.7,1,2,52,31,34,19,25,12
coyotes,29,Coyotes 2 at Canucks 3 (OT),2013-12-06,canucks,2,3,OT,1,5v5,53.2,2,1,56,42,40,34,34,26
coyotes,30,Coyotes 3 at Avalanche 1,2013-12-10,avalanche,3,1,reg,2,5v5,52.2,2,1,46,40,34,33,23,25
coyotes,31,Islanders 3 at Coyotes 6,2013-12-12,islanders,6,3,reg,2,5v5,46.1,4,3,47,45,27,32,23,17
coyotes,32,Hurricanes 3 at Coyotes 1,2013-12-14,hurricanes,1,3,reg,0,5v5,49.0,1,2,52,52,39,35,32,28
coyotes,33,Coyotes 1 at Canadiens 3,2013-12-17,canadiens,1,3,reg,0,5v5,45.1,1,0,54,44,34,32,21,22
coyotes,34,Coyotes 1 at Maple Leafs 2 (SO),2013-12-19,leafs,1,2,SO,1,5v5,52.2,1,1,63,37,43,27,26,20
coyotes,35,Coyotes 4 at Senators 3 (OT),2013-12-21,senators,4,3,OT,2,5v5,36.3,1,1,34,42,25,34,15,23
coyotes,36,Coyotes 1 at Sabres 2 (OT),2013-12-23,sabres,1,2,OT,1,5v5,44.3,1,1,39,37,29,29,23,23
coyotes,37,Sharks 4 at Coyotes 3 (SO),2013-12-27,sharks,3,4,SO,1,5v5,50.3,2,2,51,50,38,33,29,23
coyotes,38,Coyotes 2 at Ducks 3 (OT),2013-12-28,ducks,2,3,OT,1,5v5,49.4,1,1,45,45,32,37,23,30
coyotes,39,Oilers 3 at Coyotes 4 (OT),2013-12-31,oilers,4,3,OT,2,5v5,55.5,2,3,64,38,53,26,40,21
coyotes,40,Blue Jackets 2 at Coyotes 0,2014-01-02,jackets,0,2,reg,0,5v5,45.9,0,0,42,42,32,34,25,24
coyotes,41,Flyers 5 at Coyotes 3,2014-01-04,flyers,3,5,reg,0,5v5,46.1,3,3,49,36,37,29,27,20
coyotes,42,Flames 0 at Coyotes 6,2014-01-07,flames,6,0,reg,2,5v5,51.1,5,0,51,50,34,36,25,21
coyotes,43,Wild 4 at Coyotes 1,2014-01-09,wild,1,4,reg,0,5v5,48.5,0,2,61,38,43,26,31,20
coyotes,44,Ducks 5 at Coyotes 3,2014-01-11,ducks,3,5,reg,0,5v5,44.6,2,4,53,37,35,33,22,28
coyotes,45,Coyotes 1 at Jets 5,2014-01-13,jets,1,5,reg,0,5v5,39.6,0,4,34,42,21,36,14,23
coyotes,46,Coyotes 1 at Blues 2,2014-01-14,blues,1,2,reg,0,5v5,49.0,0,1,40,28,25,20,16,13
coyotes,47,Canucks 0 at Coyotes 1,2014-01-16,canucks,1,0,reg,2,5v5,32.2,0,0,30,26,22,22,15,14
coyotes,48,Devils 2 at Coyotes 3,2014-01-18,devils,3,2,reg,2,5v5,50.9,2,0,42,58,34,37,24,25
coyotes,49,Maple Leafs 4 at Coyotes 2,2014-01-20,leafs,2,4,reg,0,5v5,43.2,0,2,53,36,42,29,27,24
coyotes,50,Coyotes 2 at Flames 3,2014-01-22,flames,2,3,reg,0,5v5,50.5,1,3,54,35,35,28,27,23
coyotes,51,Coyotes 4 at Oilers 3,2014-01-24,oilers,4,3,reg,2,5v5,46.2,3,3,47,50,33,40,23,31
coyotes,52,Coyotes 4 at Canucks 5 (OT),2014-01-26,canucks,4,5,OT,1,5v5,43.1,2,4,35,46,26,29,23,19
coyotes,53,Kings 0 at Coyotes 3,2014-01-28,kings,3,0,reg,2,5v5,51.7,2,0,51,53,36,45,24,29
coyotes,54,Sabres 3 at Coyotes 2,2014-01-30,sabres,2,3,reg,0,5v5,49.8,1,1,54,41,39,30,30,22
coyotes,55,Penguins 1 at Coyotes 3,2014-02-01,penguins,3,1,reg,2,5v5,44.9,3,1,49,45,32,29,22,20
coyotes,56,Stars 3 at Coyotes 1,2014-02-04,stars,1,3,reg,0,5v5,48.4,1,1,56,45,40,35,25,31
coyotes,57,Blackhawks 0 at Coyotes 2,2014-02-07,blackhawks,2,0,reg,2,5v5,47.6,0,0,37,41,27,31,19,24
coyotes,58,Coyotes 1 at Stars 2,2014-02-08,stars,1,2,reg,0,5v5,44.4,0,2,31,54,24,40,17,22
coyotes,59,Coyotes 2 at Jets 3 (SO),2014-02-27,jets,2,3,SO,1,5v5,41.6,1,1,33,37,25,28,17,18
coyotes,60,Coyotes 2 at Avalanche 4,2014-02-28,avalanche,2,4,reg,0,5v5,45.7,0,2,47,46,35,35,26,27
coyotes,61,Blues 4 at Coyotes 2,2014-03-02,blues,2,4,reg,0,5v5,50.2,2,3,40,41,27,37,20,24
coyotes,62,Canucks 0 at Coyotes 1,2014-03-04,canucks,1,0,reg,2,5v5,52.9,1,0,48,53,36,33,25,20
coyotes,63,Canadiens 2 at Coyotes 5,2014-03-06,canadiens,5,2,reg,2,5v5,47.1,3,1,34,41,25,28,17,20
coyotes,64,Coyotes 2 at Capitals 3,2014-03-08,capitals,2,3,reg,0,5v5,49.9,1,2,43,42,36,33,25,27
coyotes,65,Coyotes 4 at Lightning 3 (SO),2014-03-10,lightning,4,3,SO,2,5v5,47.2,2,1,46,44,33,27,17,19
coyotes,66,Coyotes 3 at Panthers 1,2014-03-11,panthers,3,1,reg,2,5v5,45.7,2,0,35,45,31,39,23,26
coyotes,67,Coyotes 1 at Bruins 2,2014-03-13,bruins,1,2,reg,0,5v5,47.3,1,2,33,37,21,28,17,19
